Year,Team,Player,Salary,
1996,Philadelphia 76ers,Sharone Wright,25.00,
1996,Philadelphia 76ers,Jeff Malone,23.80,
1996,Philadelphia 76ers,Johnny Dawkins,21.00,
1996,Philadelphia 76ers,Jerry Stackhouse,19.87,
1996,Philadelphia 76ers,Scott Williams,19.50,
1996,Philadelphia 76ers,Rex Walters,10.40,
1996,Philadelphia 76ers,Vernon Maxwell,10.00,
1996,Philadelphia 76ers,Sean Higgins,5.00,
1996,Philadelphia 76ers,Derrick Alston,3.50,
1996,Philadelphia 76ers,Corey Gaines,2.25,
1996,Philadelphia 76ers,Elmer Bennett,2.25,
1996,Philadelphia 76ers,Gary Grant,2.25,
1996,Philadelphia 76ers,Jeff Grayer,2.25,
1996,Philadelphia 76ers,Richard Dumas,2.25,
1996,Philadelphia 76ers,Willie Burton,2.25,
1996,Phoenix Suns,Danny Manning,68.33,
1996,Phoenix Suns,A.C. Green,64.73,
1996,Phoenix Suns,Charles Barkley,47.60,
1996,Phoenix Suns,John Williams,41.51,
1996,Phoenix Suns,Wayman Tisdale,34.75,
1996,Phoenix Suns,Kevin Johnson,29.00,
1996,Phoenix Suns,Elliot Perry,20.25,
1996,Phoenix Suns,Jerrod Mustaf,16.00,
1996,Phoenix Suns,Joe Kleine,10.40,
1996,Phoenix Suns,Wesley Person,8.45,
1996,Phoenix Suns,Michael Finley,6.28,
1996,Phoenix Suns,Tony Smith,5.00,
1996,Phoenix Suns,Mario Bennett,4.80,
1996,Phoenix Suns,Stefano Rusconi,4.15,
1996,Phoenix Suns,Chris Carr,2.00,
1996,Phoenix Suns,John Coker,2.00,
1996,Portland Trailblazers,Chris Dudley,38.00,
1996,Portland Trailblazers,Harvey Grant,35.51,
1996,Portland Trailblazers,Buck Williams,34.00,
1996,Portland Trailblazers,Clifford Robinson,30.18,
1996,Portland Trailblazers,Rod Strickland,22.80,
1996,Portland Trailblazers,Arvydas Sabonis,22.00,
1996,Portland Trailblazers,James Robinson,10.40,
1996,Portland Trailblazers,Gary Trent,10.22,
1996,Portland Trailblazers,Bill Curley,9.13,
1996,Portland Trailblazers,Aaron McKie,8.45,
1996,Portland Trailblazers,Randolph Childress,6.82,
1996,Portland Trailblazers,Dave Johnson,3.00,
1996,Portland Trailblazers,Anthony Cook,2.25,
1996,Portland Trailblazers,Dontonio Wingfield,2.25,
1996,Portland Trailblazers,Reggie Slater,2.25,
1996,Portland Trailblazers,James Edwards,2.00,
1996,Sacramento Kings,Mitch Richmond,35.00,
1996,Sacramento Kings,Lionel Simmons,26.76,
1996,Sacramento Kings,Bobby Hurley,25.84,
1996,Sacramento Kings,Olden Polynice,25.20,
1996,Sacramento Kings,Walt Williams,24.23,
1996,Sacramento Kings,Sarunas Marciulionis,24.00,
1996,Sacramento Kings,Duane Causwell,18.30,
1996,Sacramento Kings,Tyrone Corbin,17.00,
1996,Sacramento Kings,Michael Smith,13.40,
1996,Sacramento Kings,Brian Grant,10.50,
1996,Sacramento Kings,Corliss Williamson,9.23,
1996,Sacramento Kings,Byron Houston,8.00,
1996,Sacramento Kings,Henry Turner,2.35,
1996,Sacramento Kings,Tyus Edney,2.10,
1996,Sacramento Kings,Clint McDaniel,2.00,
1996,San Antonio Spurs,David Robinson,77.00,
1996,San Antonio Spurs,Sean Elliott,53.33,
1996,San Antonio Spurs,J.R. Reid,26.58,
1996,San Antonio Spurs,Vinny Del Negro,17.47,
1996,San Antonio Spurs,Chuck Person,16.90,
1996,San Antonio Spurs,Will Perdue,13.40,
1996,San Antonio Spurs,Carl Herrera,13.00,
1996,San Antonio Spurs,Doc Rivers,11.50,
1996,San Antonio Spurs,Avery Johnson,8.45,
1996,San Antonio Spurs,Terry Cummings,8.00,
1996,San Antonio Spurs,Cory Alexander,4.90,
1996,San Antonio Spurs,Brad Lohaus,4.85,
1996,San Antonio Spurs,Greg Anderson,4.85,
1996,San Antonio Spurs,Moses Malone,3.05,
1996,San Antonio Spurs,Dell Demps,2.25,
1996,Seattle SuperSonics,Detlef Schrempf,50.00,
1996,Seattle SuperSonics,Sam Perkins,39.67,
1996,Seattle SuperSonics,Frank Brickowski,32.50,
1996,Seattle SuperSonics,Shawn Kemp,30.00,
1996,Seattle SuperSonics,Gary Payton,27.83,
1996,Seattle SuperSonics,Hersey Hawkins,25.00,
1996,Seattle SuperSonics,Vincent Askew,18.10,
1996,Seattle SuperSonics,Nate McMillan,12.65,
1996,Seattle SuperSonics,Ervin Johnson,7.67,
1996,Seattle SuperSonics,David Wingate,5.60,
1996,Seattle SuperSonics,Sherell Ford,5.00,
1996,Seattle SuperSonics,Steve Scheffler,2.50,
1996,Seattle SuperSonics,Eric Snow,2.00,
1996,Toronto Raptors,John Salley,24.02,
1996,Toronto Raptors,Oliver Miller,23.72,
1996,Toronto Raptors,Willie Anderson,20.75,
1996,Toronto Raptors,Ed Pinckney,19.26,
1996,Toronto Raptors,Victor Alexander,15.95,
1996,Toronto Raptors,Damon Stoudamire,13.45,
1996,Toronto Raptors,Acie Earl,10.40,
1996,Toronto Raptors,Carlos Rogers,9.30,
1996,Toronto Raptors,B.J. Tyler,8.45,
1996,Toronto Raptors,Keith Jennings,7.00,
1996,Toronto Raptors,Zan Tabak,6.50,
1996,Toronto Raptors,Tony Massenburg,5.50,
1996,Toronto Raptors,Vincenzo Esposito,5.00,
1996,Toronto Raptors,Jimmy King,3.00,
1996,Toronto Raptors,Tracy Murray,2.50,
1996,Toronto Raptors,Alvin Robertson,2.25,
1996,Toronto Raptors,Martin Lewis,2.00,
1996,Toronto Raptors,Chris Whitney,0.50,
1996,Utah Jazz,Karl Malone,36.76,
1996,Utah Jazz,John Stockton,28.00,
1996,Utah Jazz,Antoine Carr,25.25,
1996,Utah Jazz,Chris Morris,25.00,
1996,Utah Jazz,Felton Spencer,21.81,
1996,Utah Jazz,Jeff Hornacek,21.21,
1996,Utah Jazz,Adam Keefe,16.50,
1996,Utah Jazz,David Benoit,12.00,
1996,Utah Jazz,Luther Wright,10.40,
1996,Utah Jazz,Jamie Watson,10.00,
1996,Utah Jazz,Greg Ostertag,4.98,
1996,Utah Jazz,Greg Foster,3.50,
1996,Utah Jazz,Andy Toolson,3.10,
1996,Utah Jazz,Bryon Russell,3.00,
1996,Utah Jazz,James Donaldson,3.00,
1996,Vancouver Grizzlies,Gerald Wilkins,24.78,
1996,Vancouver Grizzlies,Eric Murdock,20.00,
1996,Vancouver Grizzlies,Blue Edwards,19.00,
1996,Vancouver Grizzlies,Greg Anthony,16.73,
1996,Vancouver Grizzlies,Byron Scott,16.50,
1996,Vancouver Grizzlies,Bryant Reeves,14.74,
1996,Vancouver Grizzlies,Kenny Gattison,14.50,
1996,Vancouver Grizzlies,Eric Mobley,13.28,
1996,Vancouver Grizzlies,Doug Edwards,10.40,
1996,Vancouver Grizzlies,Anthony Avent,9.50,
1996,Vancouver Grizzlies,Darrick Martin,4.25,
1996,Vancouver Grizzlies,Antonio Harvey,4.00,
1996,Vancouver Grizzlies,Lawrence Moten,2.80,
1996,Vancouver Grizzlies,Ashraf Amaya,2.25,
1996,Vancouver Grizzlies,Chris King,2.25,
1996,Vancouver Grizzlies,Derrick Phelps,2.25,
1996,Vancouver Grizzlies,Rich Manning,2.25,
1996,Vancouver Grizzlies,Rodney Dent,2.25,
1996,Vancouver Grizzlies,Trevor Ruffin,2.25,
1996,Vancouver Grizzlies,Nate Higgs,0.15,
1996,Washington Bullets,Chris Webber,70.00,
1996,Washington Bullets,Mark Price,36.87,
1996,Washington Bullets,Calbert Cheaney,28.00,
1996,Washington Bullets,Gheorghe Muresan,19.63,
1996,Washington Bullets,Juwan Howard,17.02,
1996,Washington Bullets,Rasheed Wallace,14.93,
1996,Washington Bullets,Robert Pack,13.04,
1996,Washington Bullets,Jim McIlvaine,5.25,
1996,Washington Bullets,Mitchell Butler,5.00,
1996,Washington Bullets,Bob McCann,3.00,
1996,Washington Bullets,Brent Price,2.50,
1996,Washington Bullets,Tim Legler,2.50,
1996,Washington Bullets,Jeff Webster,2.25,
1996,Washington Bullets,Mike Peplowski,2.25,
1995,Atlanta Hawks,Blair Rasmussen,27.48,
1995,Atlanta Hawks,Craig Ehlo,26.50,
1995,Atlanta Hawks,Jon Koncak,26.00,
1995,Atlanta Hawks,Mookie Blaylock,21.00,
1995,Atlanta Hawks,Ken Norman,19.63,
1995,Atlanta Hawks,Steve Smith,19.36,
1995,Atlanta Hawks,Stacey Augmon,16.63,
1995,Atlanta Hawks,Tyrone Corbin,16.00,
1995,Atlanta Hawks,Andrew Lang,15.96,
1995,Atlanta Hawks,Grant Long,14.85,
1995,Atlanta Hawks,Doug Edwards,8.45,
1995,Atlanta Hawks,Jim Les,2.50,
1995,Atlanta Hawks,Sergei Bazarevich,1.68,
1995,Atlanta Hawks,Fred Vinson,1.50,
1995,Atlanta Hawks,Greg Anderson,1.10,
1995,Atlanta Hawks,Tom Hovasse,0.06,
1995,Boston Celtics,Reggie Lewis,33.00,
1995,Boston Celtics,Dominique Wilkins,28.20,
1995,Boston Celtics,Sherman Douglas,27.31,
1995,Boston Celtics,Xavier McDaniel,26.40,
1995,Boston Celtics,Dee Brown,25.00,
1995,Boston Celtics,Dino Radja,21.45,
1995,Boston Celtics,Rick Fox,17.50,
1995,Boston Celtics,Blue Edwards,17.00,
1995,Boston Celtics,Pervis Ellison,11.00,
1995,Boston Celtics,Acie Earl,8.45,
1995,Boston Celtics,Stojko Vrankovic,8.31,
1995,Boston Celtics,Eric Montross,8.00,
1995,Boston Celtics,Derek Strong,5.00,
1995,Boston Celtics,David Wesley,2.50,
1995,Boston Celtics,Greg Minor,2.50,
1995,Boston Celtics,Matt Wenstrom,1.50,
1995,Boston Celtics,Tony Harris,1.50,
1995,Charlotte Hornets,Alonzo Mourning,38.40,
1995,Charlotte Hornets,Larry Johnson,37.10,
1995,Charlotte Hornets,Hersey Hawkins,25.00,
1995,Charlotte Hornets,Robert Parish,19.25,
1995,Charlotte Hornets,Dell Curry,13.40,
1995,Charlotte Hornets,Kenny Gattison,12.50,
1995,Charlotte Hornets,Michael Adams,12.40,
1995,Charlotte Hornets,Muggsy Bogues,11.25,
1995,Charlotte Hornets,Scott Burrell,8.45,
1995,Charlotte Hornets,David Wingate,5.70,
1995,Charlotte Hornets,Tom Tolbert,3.25,
1995,Charlotte Hornets,Tony Bennett,2.24,
1995,Charlotte Hornets,Darrin Hancock,1.50,
1995,Charlotte Hornets,Joe Wolf,1.50,
1995,Charlotte Hornets,Greg Sutton,1.40,
1995,Charlotte Hornets,Joe Courtney,0.13,
1995,Chicago Bulls,Michael Jordan,38.50,
1995,Chicago Bulls,Toni Kukoc,32.60,
1995,Chicago Bulls,B.J. Armstrong,28.00,
1995,Chicago Bulls,Ron Harper,24.00,
1995,Chicago Bulls,Scottie Pippen,22.25,
1995,Chicago Bulls,Luc Longley,15.90,
1995,Chicago Bulls,Will Perdue,10.56,
1995,Chicago Bulls,Bill Wennington,10.00,
1995,Chicago Bulls,Corie Blount,8.45,
1995,Chicago Bulls,Dickey Simpkins,6.50,
1995,Chicago Bulls,Steve Kerr,6.20,
1995,Chicago Bulls,Pete Myers,5.45,
1995,Chicago Bulls,Larry Krystkowiak,5.15,
1995,Chicago Bulls,John Paxson,4.00,
1995,Chicago Bulls,Jud Buechler,1.50,
1995,Chicago Bulls,Greg Foster,0.81,
1995,Chicago Bulls,Jo Jo English,0.50,
1995,Chicago Bulls,Kevin Rankin,0.11,
1995,Chicago Bulls,Kenny Harris,0.05,
1995,Cleveland Cavaliers,Danny Ferry,40.42,
1995,Cleveland Cavaliers,Brad Daugherty,38.00,
1995,Cleveland Cavaliers,John Williams,37.86,
1995,Cleveland Cavaliers,Mark Price,32.00,
1995,Cleveland Cavaliers,Tyrone Hill,28.20,
1995,Cleveland Cavaliers,Gerald Wilkins,24.78,
1995,Cleveland Cavaliers,Michael Cage,16.35,
1995,Cleveland Cavaliers,Bobby Phills,14.58,
1995,Cleveland Cavaliers,John Battle,13.30,
1995,Cleveland Cavaliers,Terrell Brandon,9.97,
1995,Cleveland Cavaliers,Chris Mills,8.45,
1995,Cleveland Cavaliers,Tony Campbell,6.50,
1995,Cleveland Cavaliers,Gerald Madkins,6.15,
1995,Cleveland Cavaliers,Gary Alexander,1.50,
1995,Cleveland Cavaliers,Greg Dreiling,1.50,
1995,Cleveland Cavaliers,Steve Colter,1.50,
1995,Dallas Mavericks,Roy Tarpley,30.00,
1995,Dallas Mavericks,Jason Kidd,27.71,
1995,Dallas Mavericks,Jim Jackson,27.00,
1995,Dallas Mavericks,Jamal Mashburn,26.33,
1995,Dallas Mavericks,Doug Smith,19.50,
1995,Dallas Mavericks,Terry Davis,15.60,
1995,Dallas Mavericks,Donald Hodge,10.05,
1995,Dallas Mavericks,Popeye Jones,7.69,
1995,Dallas Mavericks,Tony Dumas,7.00,
1995,Dallas Mavericks,Lucious Harris,4.55,
1995,Dallas Mavericks,Morlon Wiley,3.10,
1995,Dallas Mavericks,Lorenzo Williams,2.00,
1995,Denver Nuggets,Dikembe Mutombo,31.00,
1995,Denver Nuggets,LaPhonso Ellis,27.31,
1995,Denver Nuggets,Mahmoud Abdul-Rauf,22.00,
1995,Denver Nuggets,Alvin Robertson,20.15,
1995,Denver Nuggets,Bison Dele,20.00,
1995,Denver Nuggets,Reggie Williams,15.68,
1995,Denver Nuggets,Rodney Rogers,15.60,
1995,Denver Nuggets,Bryant Stith,13.75,
1995,Denver Nuggets,Robert Pack,10.60,
1995,Denver Nuggets,Dale Ellis,10.08,
1995,Denver Nuggets,Jalen Rose,9.75,
1995,Denver Nuggets,Tom Hammonds,7.00,
1995,Denver Nuggets,Cliff Levingston,6.50,
1995,Denver Nuggets,Kevin Brooks,6.00,
1995,Denver Nuggets,Darnell Mee,2.50,
1995,Denver Nuggets,Reggie Slater,1.50,
1995,Detroit Pistons,Grant Hill,27.50,
1995,Detroit Pistons,Terry Mills,18.97,
1995,Detroit Pistons,Mark Macon,17.67,
1995,Detroit Pistons,Mark Aguirre,15.41,
1995,Detroit Pistons,Oliver Miller,15.40,
1995,Detroit Pistons,Mark West,15.00,
1995,Detroit Pistons,Lindsey Hunter,11.73,
1995,Detroit Pistons,Joe Dumars,10.97,
1995,Detroit Pistons,Allan Houston,9.56,
1995,Detroit Pistons,Bill Curley,7.02,
1995,Detroit Pistons,Greg Anderson,4.00,
1995,Detroit Pistons,Eric Leckner,3.50,
1995,Detroit Pistons,Rafael Addison,2.50,
1995,Detroit Pistons,Ivano Newbill,1.50,
1995,Detroit Pistons,Johnny Dawkins,1.50,
1995,Detroit Pistons,Walter Bond,1.17,
1995,Golden State Warriors,Tim Hardaway,37.03,
1995,Golden State Warriors,Rony Seikaly,32.97,
1995,Golden State Warriors,Chris Mullin,28.44,
1995,Golden State Warriors,Ricky Pierce,25.00,
1995,Golden State Warriors,Tom Gugliotta,16.25,
1995,Golden State Warriors,Victor Alexander,13.78,
1995,Golden State Warriors,Chris Gatling,13.30,
1995,Golden State Warriors,Latrell Sprewell,8.90,
1995,Golden State Warriors,Carlos Rogers,7.15,
1995,Golden State Warriors,Clifford Rozier,6.50,
1995,Golden State Warriors,Keith Jennings,3.50,
1995,Golden State Warriors,Manute Bol,2.00,
1995,Golden State Warriors,David Wood,1.50,
1995,Golden State Warriors,Dwayne Morton,1.50,
1995,Golden State Warriors,Rod Higgins,0.16,
1995,Houston Rockets,Hakeem Olajuwon,31.70,
1995,Houston Rockets,Kenny Smith,26.33,
1995,Houston Rockets,Otis Thorpe,25.78,
1995,Houston Rockets,Vernon Maxwell,18.33,
1995,Houston Rockets,Robert Horry,14.99,
1995,Houston Rockets,Mario Elie,14.50,
1995,Houston Rockets,Carl Herrera,13.50,
1995,Houston Rockets,Sam Cassell,8.45,
1995,Houston Rockets,Scott Brooks,5.50,
1995,Houston Rockets,Jan Tabak,5.00,
1995,Houston Rockets,Eric Riley,3.05,
1995,Houston Rockets,Chris Jent,2.50,
1995,Houston Rockets,Adrian Caldwell,1.50,
1995,Houston Rockets,Tim Breaux,1.50,
1995,Houston Rockets,Pete Chilcutt,1.26,
1995,Houston Rockets,Dave Jamerson,1.04,
1995,Houston Rockets,Richard Petruska,0.55,
1995,Houston Rockets,Larry Robinson,0.30,
1995,Indiana Pacers,Dale Davis,40.50,
1995,Indiana Pacers,Rik Smits,32.50,
1995,Indiana Pacers,Reggie Miller,32.11,
1995,Indiana Pacers,Derrick McKey,26.00,
1995,Indiana Pacers,Mark Jackson,23.00,
1995,Indiana Pacers,LaSalle Thompson,20.00,
1995,Indiana Pacers,Vern Fleming,17.60,
1995,Indiana Pacers,Byron Scott,15.50,
1995,Indiana Pacers,Scott Haskin,10.73,
1995,Indiana Pacers,Sam Mitchell,8.50,
1995,Indiana Pacers,Antonio Davis,7.00,
1995,Indiana Pacers,Duane Ferrell,6.50,
1995,Indiana Pacers,Haywoode Workman,4.00,
1995,Indiana Pacers,John Williams,3.75,
1995,Indiana Pacers,Damon Bailey,1.50,
1995,Los Angeles Clippers,Stanley Roberts,34.96,
1995,Los Angeles Clippers,Loy Vaught,27.50,
1995,Los Angeles Clippers,Pooh Richardson,21.21,
1995,Los Angeles Clippers,Lamond Murray,20.00,
1995,Los Angeles Clippers,Terry Dehere,13.65,
1995,Los Angeles Clippers,Malik Sealy,12.60,
1995,Los Angeles Clippers,Gary Grant,11.00,
1995,Los Angeles Clippers,Eric Piatkowski,9.63,
1995,Los Angeles Clippers,Randy Woods,8.00,
1995,Los Angeles Clippers,Elmore Spencer,7.00,
1995,Los Angeles Clippers,Tony Massenburg,4.23,
1995,Los Angeles Clippers,Bob Martin,2.50,
1995,Los Angeles Clippers,Bo Outlaw,2.50,
1995,Los Angeles Clippers,Harold Ellis,2.50,
1995,Los Angeles Clippers,Matt Fish,1.50,
1995,Los Angeles Lakers,Magic Johnson,146.60,
1995,Los Angeles Lakers,James Worthy,72.50,
1995,Los Angeles Lakers,Vlade Divac,33.33,
1995,Los Angeles Lakers,Sam Bowie,32.00,
1995,Los Angeles Lakers,Sedale Threatt,24.00,
1995,Los Angeles Lakers,Elden Campbell,21.00,
1995,Los Angeles Lakers,Nick Van Exel,19.00,
1995,Los Angeles Lakers,Cedric Ceballos,17.50,
1995,Los Angeles Lakers,George Lynch,14.30,
1995,Los Angeles Lakers,Eddie Jones,13.00,
1995,Los Angeles Lakers,Anthony Peeler,11.20,
1995,Los Angeles Lakers,Tony Smith,10.50,
1995,Los Angeles Lakers,Antonio Harvey,3.25,
1995,Los Angeles Lakers,Anthony Miller,1.50,
1995,Los Angeles Lakers,Trevor Ruffin,1.00,
1995,Miami Heat,Kevin Willis,29.75,
1995,Miami Heat,Billy Owens,28.67,
1995,Miami Heat,John Salley,26.52,
1995,Miami Heat,Glen Rice,26.00,
1995,Miami Heat,Harold Miner,14.59,
1995,Miami Heat,Alec Kessler,14.02,
1995,Miami Heat,Matt Geiger,14.02,
1995,Miami Heat,Khalid Reeves,13.00,
1995,Miami Heat,Willie Burton,10.52,
1995,Miami Heat,Bimbo Coles,9.02,
1995,Miami Heat,Kevin Gamble,6.50,
1995,Miami Heat,Keith Askins,4.06,
1995,Miami Heat,Brad Lohaus,3.25,
1995,Miami Heat,Ledell Eackles,1.50,
1995,Milwaukee Bucks,Glenn Robinson,29.00,
1995,Milwaukee Bucks,Orlando Woolridge,23.67,
1995,Milwaukee Bucks,Todd Day,21.20,
1995,Milwaukee Bucks,Ed Pinckney,14.85,
1995,Milwaukee Bucks,Roy Hinson,11.38,
1995,Milwaukee Bucks,Vin Baker,10.65,
1995,Milwaukee Bucks,Eric Murdock,10.00,
1995,Milwaukee Bucks,Mike Gminski,10.00,
1995,Milwaukee Bucks,Lee Mayberry,8.20,
1995,Milwaukee Bucks,Jon Barry,8.00,
1995,Milwaukee Bucks,Eric Mobley,6.20,
1995,Milwaukee Bucks,Johnny Newman,3.00,
1995,Milwaukee Bucks,Marty Conlon,1.83,
1995,Milwaukee Bucks,Aaron Williams,1.50,
1995,Milwaukee Bucks,Alton Lister,1.50,
1995,Milwaukee Bucks,Danny Young,1.50,
1995,Milwaukee Bucks,Todd Mundt,0.10,
1995,Minnesota Timberwolves,Christian Laettner,33.60,
1995,Minnesota Timberwolves,Isaiah Rider,25.00,
1995,Minnesota Timberwolves,Micheal Williams,21.75,
1995,Minnesota Timberwolves,Donyell Marshall,21.00,
1995,Minnesota Timberwolves,Stacey King,19.00,
1995,Minnesota Timberwolves,Mike Brown,14.75,
1995,Minnesota Timberwolves,Doug West,12.75,
1995,Minnesota Timberwolves,Charles Shackleford,6.50,
1995,Minnesota Timberwolves,Sean Rooks,6.00,
1995,Minnesota Timberwolves,Chris Smith,3.55,
1995,Minnesota Timberwolves,Marlon Maxey,2.75,
1995,Minnesota Timberwolves,Andres Guibert,1.75,
1995,Minnesota Timberwolves,Askia Jones,1.50,
1995,Minnesota Timberwolves,Howard Eisley,1.50,
1995,Minnesota Timberwolves,Melvin Robinson,1.50,
1995,Minnesota Timberwolves,Winston Garland,1.44,
1995,Minnesota Timberwolves,Pat Durham,1.26,
1995,Minnesota Timberwolves,Greg Foster,1.13,
1995,New Jersey Nets,Derrick Coleman,42.12,
1995,New Jersey Nets,Benoit Benjamin,37.75,
1995,New Jersey Nets,Kenny Anderson,34.63,
1995,New Jersey Nets,Chris Morris,20.60,
1995,New Jersey Nets,Armen Gilliam,15.60,
1995,New Jersey Nets,Kevin Edwards,15.60,
1995,New Jersey Nets,Dwayne Schintzius,11.97,
1995,New Jersey Nets,Jayson Williams,11.00,
1995,New Jersey Nets,Yinka Dare,9.20,
1995,New Jersey Nets,Rex Walters,8.45,
1995,New Jersey Nets,Rick Mahorn,8.00,
1995,New Jersey Nets,P.J. Brown,7.80,
1995,New Jersey Nets,Sean Higgins,5.00,
1995,New Jersey Nets,Chris Childs,1.50,
1995,New Jersey Nets,Sleepy Floyd,1.50,
1995,New Jersey Nets,Ryan Lorthridge,0.50,
1995,New York Knicks,Patrick Ewing,44.87,
1995,New York Knicks,Charles Smith,28.57,
1995,New York Knicks,Derek Harper,23.83,
1995,New York Knicks,Charles Oakley,22.00,
1995,New York Knicks,Greg Anthony,14.71,
1995,New York Knicks,Bo Kimble,14.35,
1995,New York Knicks,Doc Rivers,14.05,
1995,New York Knicks,John Starks,13.63,
1995,New York Knicks,Rolando Blackman,13.40,
1995,New York Knicks,Doug Christie,12.44,
1995,New York Knicks,Anthony Mason,12.00,
1995,New York Knicks,Herb Williams,10.00,
1995,New York Knicks,Hubert Davis,9.40,
1995,New York Knicks,Anthony Bonner,8.45,
1995,New York Knicks,Monty Williams,6.50,
1995,New York Knicks,Charlie Ward,5.55,
1995,New York Knicks,Tim McCormick,2.25,
1995,New York Knicks,Ron Grandison,1.50,
1995,Orlando Magic,Shaquille O'Neal,48.00,
1995,Orlando Magic,Anfernee Hardaway,43.05,
1995,Orlando Magic,Dennis Scott,32.40,
1995,Orlando Magic,Nick Anderson,30.90,
1995,Orlando Magic,Horace Grant,21.25,
1995,Orlando Magic,Terry Catledge,16.86,
1995,Orlando Magic,Jerry Reynolds,16.68,
1995,Orlando Magic,Greg Kite,11.95,
1995,Orlando Magic,Jeff Turner,11.00,
1995,Orlando Magic,Donald Royal,10.00,
1995,Orlando Magic,Anthony Bowie,9.00,
1995,Orlando Magic,Anthony Avent,8.00,
1995,Orlando Magic,Tree Rollins,7.35,
1995,Orlando Magic,Brian Shaw,6.93,
1995,Orlando Magic,Brooks Thompson,6.50,
1995,Orlando Magic,Geert Hammink,2.50,
1995,Orlando Magic,Larry Krystkowiak,2.10,
1995,Orlando Magic,Todd Lichti,2.00,
1995,Orlando Magic,Greg Grant,1.50,
1995,Orlando Magic,Rodney Dent,1.50,
1995,Orlando Magic,Mike Iuzzolino,0.98,
1995,Orlando Magic,Keith Tower,0.26,
1995,Philadelphia 76ers,Clarence Weatherspoon,40.00,
1995,Philadelphia 76ers,Shawn Bradley,35.10,
1995,Philadelphia 76ers,Sharone Wright,20.20,
1995,Philadelphia 76ers,Jeff Malone,19.30,
1995,Philadelphia 76ers,Tim Perry,17.50,
1995,Philadelphia 76ers,Johnny Dawkins,16.80,
1995,Philadelphia 76ers,Scott Williams,15.00,
1995,Philadelphia 76ers,Dana Barros,9.38,
1995,Philadelphia 76ers,Greg Graham,9.10,
1995,Philadelphia 76ers,B.J. Tyler,7.15,
1995,Philadelphia 76ers,Moses Malone,3.00,
1995,Philadelphia 76ers,Derrick Alston,1.50,
1995,Philadelphia 76ers,Willie Burton,1.50,
1995,Philadelphia 76ers,Jaren Jackson,1.40,
1995,Philadelphia 76ers,Lloyd Daniels,0.11,
1995,Philadelphia 76ers,Tate George,0.05,
1995,Phoenix Suns,A.C. Green,64.73,
1995,Phoenix Suns,Charles Barkley,40.30,
1995,Phoenix Suns,Dan Majerle,30.00,
1995,Phoenix Suns,Kevin Johnson,27.50,
1995,Phoenix Suns,Danny Ainge,20.80,
1995,Phoenix Suns,Danny Manning,10.00,
1995,Phoenix Suns,Wayman Tisdale,8.50,
1995,Phoenix Suns,Joe Kleine,8.45,
1995,Phoenix Suns,Danny Schayes,6.72,
1995,Phoenix Suns,Wesley Person,6.50,
1995,Phoenix Suns,Antonio Lang,3.25,
1995,Phoenix Suns,Elliot Perry,2.50,
1995,Phoenix Suns,Trevor Ruffin,1.44,
1995,Phoenix Suns,Aaron Swinson,1.02,
1995,Portland Trailblazers,Jerome Kersey,36.08,
1995,Portland Trailblazers,Chris Dudley,35.00,
1995,Portland Trailblazers,Buck Williams,32.00,
1995,Portland Trailblazers,Harvey Grant,29.90,
1995,Portland Trailblazers,Clifford Robinson,27.32,
1995,Portland Trailblazers,Terry Porter,26.00,
1995,Portland Trailblazers,Rod Strickland,19.20,
1995,Portland Trailblazers,Clyde Drexler,15.78,
1995,Portland Trailblazers,Mark Bryant,14.00,
1995,Portland Trailblazers,Tracy Murray,11.60,
1995,Portland Trailblazers,James Robinson,8.45,
1995,Portland Trailblazers,Aaron McKie,6.50,
1995,Portland Trailblazers,James Edwards,3.25,
1995,Portland Trailblazers,Negele Knight,1.50,
1995,Sacramento Kings,Mitch Richmond,30.00,
1995,Sacramento Kings,Frank Brickowski,22.33,
1995,Sacramento Kings,Lionel Simmons,21.81,
1995,Sacramento Kings,Bobby Hurley,21.00,
1995,Sacramento Kings,Spud Webb,20.72,
1995,Sacramento Kings,Walt Williams,20.40,
1995,Sacramento Kings,Olden Polynice,19.00,
1995,Sacramento Kings,Duane Causwell,15.45,
1995,Sacramento Kings,Brian Grant,8.08,
1995,Sacramento Kings,Randy Brown,7.00,
1995,Sacramento Kings,Alaa Abdelnaby,6.50,
1995,Sacramento Kings,Trevor Wilson,5.00,
1995,Sacramento Kings,Henry Turner,1.80,
1995,Sacramento Kings,Doug Lee,1.50,
1995,Sacramento Kings,Michael Smith,1.50,
1995,San Antonio Spurs,David Robinson,73.00,
1995,San Antonio Spurs,Dennis Rodman,25.00,
1995,San Antonio Spurs,Terry Cummings,24.07,
1995,San Antonio Spurs,J.R. Reid,22.15,
1995,San Antonio Spurs,Willie Anderson,20.75,
1995,San Antonio Spurs,Vinny Del Negro,14.71,
1995,San Antonio Spurs,Sean Elliott,13.50,
1995,San Antonio Spurs,Chuck Person,13.00,
1995,San Antonio Spurs,Avery Johnson,6.50,
1995,San Antonio Spurs,Moses Malone,4.69,
1995,San Antonio Spurs,Lloyd Daniels,2.50,
1995,San Antonio Spurs,Chris Whitney,1.83,
1995,San Antonio Spurs,Jack Haley,1.50,
1995,San Antonio Spurs,Julius Nwosu,1.50,
1995,San Antonio Spurs,Corey Crowder,1.43,
1995,San Antonio Spurs,Doc Rivers,1.10,
1995,Seattle SuperSonics,Detlef Schrempf,50.00,
