Year,Team,Player,Salary,
2011,Dallas Mavericks,Jason Kidd,86.11,
2011,Dallas Mavericks,Shawn Marion,73.06,
2011,Dallas Mavericks,Brendan Haywood,69.00,
2011,Dallas Mavericks,DeShawn Stevenson,41.52,
2011,Dallas Mavericks,J.J. Barea,18.15,
2011,Dallas Mavericks,Brian Cardinal,13.52,
2011,Dallas Mavericks,Rodrigue Beaubois,11.56,
2011,Dallas Mavericks,Dominique Jones,11.10,
2011,Dallas Mavericks,Ian Mahinmi,7.62,
2011,Dallas Mavericks,Peja Stojakovic,6.36,
2011,Dallas Mavericks,Steve Novak,3.85,
2011,Dallas Mavericks,Sasha Pavlovic,1.35,
2011,Denver Nuggets,Kenyon Martin,165.45,
2011,Denver Nuggets,Nene Hilario,113.60,
2011,Denver Nuggets,Raymond Felton,75.00,
2011,Denver Nuggets,J.R. Smith,67.58,
2011,Denver Nuggets,Al Harrington,57.65,
2011,Denver Nuggets,Chris Andersen,45.33,
2011,Denver Nuggets,Timofey Mozgov,35.67,
2011,Denver Nuggets,Danilo Gallinari,33.05,
2011,Denver Nuggets,Wilson Chandler,21.30,
2011,Denver Nuggets,Arron Afflalo,19.60,
2011,Denver Nuggets,Ty Lawson,15.47,
2011,Denver Nuggets,Kosta Koufos,13.53,
2011,Denver Nuggets,Melvin Ely,12.23,
2011,Denver Nuggets,Gary Forbes,4.74,
2011,Detroit Pistons,Richard Hamilton,125.00,
2011,Detroit Pistons,Tayshaun Prince,111.49,
2011,Detroit Pistons,Ben Gordon,108.00,
2011,Detroit Pistons,Charlie Villanueva,70.20,
2011,Detroit Pistons,Jason Maxiell,50.00,
2011,Detroit Pistons,Will Bynum,32.50,
2011,Detroit Pistons,Chris Wilcox,30.00,
2011,Detroit Pistons,Greg Monroe,27.98,
2011,Detroit Pistons,Rodney Stuckey,27.67,
2011,Detroit Pistons,Ben Wallace,20.80,
2011,Detroit Pistons,Austin Daye,18.04,
2011,Detroit Pistons,Tracy McGrady,13.52,
2011,Detroit Pistons,DaJuan Summers,7.62,
2011,Detroit Pistons,Jonas Jerebko,7.62,
2011,Detroit Pistons,Terrico White,4.74,
2011,Golden State Warriors,Troy Murphy,119.68,
2011,Golden State Warriors,Monta Ellis,110.00,
2011,Golden State Warriors,David Lee,108.00,
2011,Golden State Warriors,Andris Biedrins,90.00,
2011,Golden State Warriors,Vladimir Radmanovic,68.84,
2011,Golden State Warriors,Charlie Bell,44.48,
2011,Golden State Warriors,Dorell Wright,35.00,
2011,Golden State Warriors,Ekpe Udoh,30.65,
2011,Golden State Warriors,Stephen Curry,29.14,
2011,Golden State Warriors,Lou Amundson,22.25,
2011,Golden State Warriors,Reggie Williams,7.62,
2011,Golden State Warriors,Acie Law,6.56,
2011,Golden State Warriors,Jeremy Lin,4.74,
2011,Golden State Warriors,Rodney Carney,3.77,
2011,Golden State Warriors,Jeff Adrien,3.43,
2011,Houston Rockets,Yao Ming,176.86,
2011,Houston Rockets,Kevin Martin,111.00,
2011,Houston Rockets,Luis Scola,77.75,
2011,Houston Rockets,Jared Jeffries,68.84,
2011,Houston Rockets,Kyle Lowry,57.50,
2011,Houston Rockets,Hasheem Thabeet,47.93,
2011,Houston Rockets,Brad Miller,44.00,
2011,Houston Rockets,Jordan Hill,26.70,
2011,Houston Rockets,Terrence Williams,22.14,
2011,Houston Rockets,Chuck Hayes,19.73,
2011,Houston Rockets,Goran Dragic,19.72,
2011,Houston Rockets,Patrick Patterson,18.23,
2011,Houston Rockets,Courtney Lee,14.09,
2011,Houston Rockets,DeMarre Carroll,10.85,
2011,Houston Rockets,Chase Budinger,7.81,
2011,Indiana Pacers,Danny Granger,109.73,
2011,Indiana Pacers,Mike Dunleavy,105.62,
2011,Indiana Pacers,T.J. Ford,85.00,
2011,Indiana Pacers,James Posey,71.49,
2011,Indiana Pacers,Jeff Foster,66.55,
2011,Indiana Pacers,Jamaal Tinsley,55.00,
2011,Indiana Pacers,Dahntay Jones,25.00,
2011,Indiana Pacers,Paul George,22.38,
2011,Indiana Pacers,Brandon Rush,20.69,
2011,Indiana Pacers,Tyler Hansbrough,19.99,
2011,Indiana Pacers,Roy Hibbert,16.85,
2011,Indiana Pacers,Solomon Jones,15.00,
2011,Indiana Pacers,Darren Collison,13.61,
2011,Indiana Pacers,Josh McRoberts,8.85,
2011,Indiana Pacers,A.J. Price,7.62,
2011,Indiana Pacers,Lance Stephenson,7.50,
2011,Los Angeles Clippers,Chris Kaman,118.00,
2011,Los Angeles Clippers,Mo Williams,93.00,
2011,Los Angeles Clippers,Blake Griffin,53.57,
2011,Los Angeles Clippers,Randy Foye,42.50,
2011,Los Angeles Clippers,Ryan Gomes,40.00,
2011,Los Angeles Clippers,Eric Gordon,30.17,
2011,Los Angeles Clippers,Jamario Moon,30.00,
2011,Los Angeles Clippers,Al-Farouq Aminu,25.63,
2011,Los Angeles Clippers,Rasual Butler,24.00,
2011,Los Angeles Clippers,Craig Smith,23.00,
2011,Los Angeles Clippers,Eric Bledsoe,14.85,
2011,Los Angeles Clippers,Brian Cook,11.46,
2011,Los Angeles Clippers,DeAndre Jordan,8.54,
2011,Los Angeles Clippers,Jarron Collins,6.44,
2011,Los Angeles Clippers,Ike Diogu,6.09,
2011,Los Angeles Clippers,Willie Warren,5.00,
2011,Los Angeles Lakers,Kobe Bryant,248.06,
2011,Los Angeles Lakers,Pau Gasol,178.23,
2011,Los Angeles Lakers,Andrew Bynum,137.00,
2011,Los Angeles Lakers,Lamar Odom,82.00,
2011,Los Angeles Lakers,Metta World Peace,63.22,
2011,Los Angeles Lakers,Luke Walton,52.60,
2011,Los Angeles Lakers,Steve Blake,40.00,
2011,Los Angeles Lakers,Derek Fisher,37.00,
2011,Los Angeles Lakers,Shannon Brown,22.00,
2011,Los Angeles Lakers,Matt Barnes,17.65,
2011,Los Angeles Lakers,Joe Smith,13.52,
2011,Los Angeles Lakers,Theo Ratliff,13.52,
2011,Los Angeles Lakers,Derrick Caracter,4.74,
2011,Los Angeles Lakers,Devin Ebanks,4.74,
2011,Memphis Grizzlies,Zach Randolph,176.67,
2011,Memphis Grizzlies,Rudy Gay,136.04,
2011,Memphis Grizzlies,Marko Jaric,76.25,
2011,Memphis Grizzlies,Shane Battier,73.55,
2011,Memphis Grizzlies,Mike Conley,49.13,
2011,Memphis Grizzlies,O.J. Mayo,44.56,
2011,Memphis Grizzlies,Marc Gasol,34.80,
2011,Memphis Grizzlies,Tony Allen,30.00,
2011,Memphis Grizzlies,Xavier Henry,20.20,
2011,Memphis Grizzlies,Hamed Haddadi,16.00,
2011,Memphis Grizzlies,Darrell Arthur,11.24,
2011,Memphis Grizzlies,Greivis Vasquez,10.36,
2011,Memphis Grizzlies,Sam Young,8.86,
2011,Memphis Grizzlies,Jason Williams,5.25,
2011,Memphis Grizzlies,Ish Smith,4.74,
2011,Memphis Grizzlies,Rodney Carney,2.75,
2011,Memphis Grizzlies,Acie Law,2.03,
2011,Miami Heat,Chris Bosh,145.00,
2011,Miami Heat,LeBron James,145.00,
2011,Miami Heat,Dwyane Wade,142.00,
2011,Miami Heat,Mike Miller,50.00,
2011,Miami Heat,Udonis Haslem,35.00,
2011,Miami Heat,Joel Anthony,33.00,
2011,Miami Heat,Eddie House,13.52,
2011,Miami Heat,Juwan Howard,13.52,
2011,Miami Heat,Zydrunas Ilgauskas,13.52,
2011,Miami Heat,Jamaal Magloire,12.29,
2011,Miami Heat,Carlos Arroyo,12.23,
2011,Miami Heat,Erick Dampier,11.29,
2011,Miami Heat,James Jones,10.70,
2011,Miami Heat,Mario Chalmers,8.54,
2011,Miami Heat,Da'Sean Butler,4.74,
2011,Miami Heat,Dexter Pittman,4.74,
2011,Miami Heat,Patrick Beverley,4.74,
2011,Miami Heat,Jerry Stackhouse,2.23,
2011,Milwaukee Bucks,Michael Redd,183.00,
2011,Milwaukee Bucks,Andrew Bogut,110.00,
2011,Milwaukee Bucks,Corey Maggette,96.00,
2011,Milwaukee Bucks,John Salmons,80.00,
2011,Milwaukee Bucks,Drew Gooden,57.60,
2011,Milwaukee Bucks,Carlos Delfino,35.00,
2011,Milwaukee Bucks,Brandon Jennings,23.31,
2011,Milwaukee Bucks,Ersan Ilyasova,23.21,
2011,Milwaukee Bucks,Keyon Dooling,20.00,
2011,Milwaukee Bucks,Larry Sanders,17.32,
2011,Milwaukee Bucks,Earl Boykins,13.52,
2011,Milwaukee Bucks,Jon Brockman,10.00,
2011,Milwaukee Bucks,Chris Douglas-Roberts,8.54,
2011,Milwaukee Bucks,Luc Mbah a Moute,8.54,
2011,Milwaukee Bucks,Brian Skinner,2.70,
2011,Milwaukee Bucks,Darington Hobson,1.03,
2011,Milwaukee Bucks,Garrett Temple,0.99,
2011,Minnesota Timberwolves,Eddy Curry,115.31,
2011,Minnesota Timberwolves,Michael Beasley,49.62,
2011,Minnesota Timberwolves,Martell Webster,48.00,
2011,Minnesota Timberwolves,Darko Milicic,43.25,
2011,Minnesota Timberwolves,Luke Ridnour,40.00,
2011,Minnesota Timberwolves,Nikola Pekovic,40.00,
2011,Minnesota Timberwolves,Wesley Johnson,37.27,
2011,Minnesota Timberwolves,Kevin Love,36.38,
2011,Minnesota Timberwolves,Jonny Flynn,31.92,
2011,Minnesota Timberwolves,Sebastian Telfair,27.00,
2011,Minnesota Timberwolves,Anthony Tolliver,22.00,
2011,Minnesota Timberwolves,Anthony Randolph,19.66,
2011,Minnesota Timberwolves,Wayne Ellington,10.79,
2011,Minnesota Timberwolves,Lazar Hayward,10.21,
2011,Minnesota Timberwolves,Sundiata Gaines,2.38,
2011,Minnesota Timberwolves,Maurice Ager,0.83,
2011,New Jersey Nets,Deron Williams,149.40,
2011,New Jersey Nets,Dan Gadzuric,72.48,
2011,New Jersey Nets,Travis Outlaw,70.00,
2011,New Jersey Nets,Sasha Vujacic,54.75,
2011,New Jersey Nets,Anthony Morrow,40.00,
2011,New Jersey Nets,Jordan Farmar,37.50,
2011,New Jersey Nets,Brandan Wright,33.98,
2011,New Jersey Nets,Johan Petro,32.50,
2011,New Jersey Nets,Kris Humphries,32.00,
2011,New Jersey Nets,Brook Lopez,24.13,
2011,New Jersey Nets,Damion James,11.56,
2011,New Jersey Nets,Quinton Ross,11.46,
2011,New Jersey Nets,Stephen Graham,9.93,
2011,New Jersey Nets,Ben Uzoh,4.74,
2011,New Jersey Nets,Orien Greene,0.52,
2011,New Orleans Hornets,Chris Paul,149.40,
2011,New Orleans Hornets,Emeka Okafor,114.95,
2011,New Orleans Hornets,David West,82.88,
2011,New Orleans Hornets,Trevor Ariza,63.22,
2011,New Orleans Hornets,Marcus Banks,48.48,
2011,New Orleans Hornets,Jarrett Jack,46.00,
2011,New Orleans Hornets,Willie Green,39.76,
2011,New Orleans Hornets,Carl Landry,30.00,
2011,New Orleans Hornets,David Andersen,25.00,
2011,New Orleans Hornets,Marco Belinelli,23.80,
2011,New Orleans Hornets,Jason Smith,21.88,
2011,New Orleans Hornets,Quincy Pondexter,10.73,
2011,New Orleans Hornets,D.J. Mbenga,10.70,
2011,New Orleans Hornets,Aaron Gray,10.29,
2011,New Orleans Hornets,Pops Mensah-Bonsu,3.64,
2011,New Orleans Hornets,Joe Alexander,0.90,
2011,New Orleans Hornets,Sasha Pavlovic,0.67,
2011,New York Knicks,Carmelo Anthony,171.49,
2011,New York Knicks,Amar'e Stoudemire,164.87,
2011,New York Knicks,Chauncey Billups,131.50,
2011,New York Knicks,Ronny Turiaf,40.00,
2011,New York Knicks,Corey Brewer,37.03,
2011,New York Knicks,Kelenna Azubuike,33.00,
2011,New York Knicks,Renaldo Balkman,16.75,
2011,New York Knicks,Roger Mason,14.00,
2011,New York Knicks,Anthony Carter,13.52,
2011,New York Knicks,Toney Douglas,10.71,
2011,New York Knicks,Shelden Williams,9.16,
2011,New York Knicks,Shawne Williams,8.85,
2011,New York Knicks,Henry Walker,8.54,
2011,New York Knicks,Andy Rautins,6.00,
2011,New York Knicks,Landry Fields,4.74,
2011,Oklahoma City Thunder,Nick Collison,132.50,
2011,Oklahoma City Thunder,Nazr Mohammed,68.84,
2011,Oklahoma City Thunder,Kevin Durant,60.54,
2011,Oklahoma City Thunder,Kendrick Perkins,46.40,
2011,Oklahoma City Thunder,James Harden,43.05,
2011,Oklahoma City Thunder,Nate Robinson,42.00,
2011,Oklahoma City Thunder,Russell Westbrook,40.18,
2011,Oklahoma City Thunder,Thabo Sefolosha,32.50,
2011,Oklahoma City Thunder,Daequan Cook,21.70,
2011,Oklahoma City Thunder,Cole Aldrich,21.27,
2011,Oklahoma City Thunder,Eric Maynor,14.18,
2011,Oklahoma City Thunder,Byron Mullens,12.04,
2011,Oklahoma City Thunder,Serge Ibaka,12.04,
2011,Oklahoma City Thunder,Royal Ivey,12.00,
2011,Orlando Magic,Gilbert Arenas,177.31,
2011,Orlando Magic,Dwight Howard,166.47,
2011,Orlando Magic,Jason Richardson,144.44,
2011,Orlando Magic,Hedo Turkoglu,102.16,
2011,Orlando Magic,Jameer Nelson,78.00,
2011,Orlando Magic,J.J. Redick,72.50,
2011,Orlando Magic,Brandon Bass,40.00,
2011,Orlando Magic,Chris Duhon,35.00,
2011,Orlando Magic,Quentin Richardson,22.65,
2011,Orlando Magic,Earl Clark,18.99,
2011,Orlando Magic,Ryan Anderson,14.09,
2011,Orlando Magic,Jason Williams,13.52,
2011,Orlando Magic,Malik Allen,12.29,
2011,Orlando Magic,Daniel Orton,10.28,
2011,Philadelphia 76ers,Elton Brand,159.59,
2011,Philadelphia 76ers,Andre Iguodala,123.45,
2011,Philadelphia 76ers,Andres Nocioni,68.50,
2011,Philadelphia 76ers,Jason Kapono,66.41,
2011,Philadelphia 76ers,Lou Williams,50.00,
2011,Philadelphia 76ers,Darius Songaila,48.18,
2011,Philadelphia 76ers,Evan Turner,46.03,
2011,Philadelphia 76ers,Spencer Hawes,29.74,
2011,Philadelphia 76ers,Thaddeus Young,29.01,
2011,Philadelphia 76ers,Marreese Speights,17.74,
2011,Philadelphia 76ers,Jrue Holiday,16.28,
2011,Philadelphia 76ers,Tony Battie,13.52,
2011,Philadelphia 76ers,Craig Brackins,13.07,
2011,Philadelphia 76ers,Jodie Meeks,7.62,
2011,Phoenix Suns,Vince Carter,173.00,
2011,Phoenix Suns,Steve Nash,103.11,
2011,Phoenix Suns,Josh Childress,65.00,
2011,Phoenix Suns,Marcin Gortat,63.22,
2011,Phoenix Suns,Mickael Pietrus,53.00,
2011,Phoenix Suns,Channing Frye,52.00,
2011,Phoenix Suns,Hakim Warrick,42.50,
2011,Phoenix Suns,Grant Hill,33.24,
2011,Phoenix Suns,Jared Dudley,21.51,
2011,Phoenix Suns,Aaron Brooks,20.17,
2011,Phoenix Suns,Robin Lopez,18.67,
2011,Phoenix Suns,Gani Lawal,4.74,
2011,Phoenix Suns,Garret Siler,4.74,
2011,Phoenix Suns,Zabian Dowdell,2.42,
2011,Phoenix Suns,Earl Barron,1.89,
2011,Phoenix Suns,Matt Janning,0.59,
2011,Portland Trailblazers,Brandon Roy,135.21,
2011,Portland Trailblazers,Marcus Camby,117.50,
2011,Portland Trailblazers,LaMarcus Aldridge,112.44,
2011,Portland Trailblazers,Gerald Wallace,105.00,
2011,Portland Trailblazers,Andre Miller,72.69,
2011,Portland Trailblazers,Greg Oden,67.61,
2011,Portland Trailblazers,Wesley Matthews,57.65,
2011,Portland Trailblazers,Luke Babbitt,16.45,
2011,Portland Trailblazers,Elliot Williams,12.55,
2011,Portland Trailblazers,Rudy Fernandez,12.47,
2011,Portland Trailblazers,Nicolas Batum,11.97,
2011,Portland Trailblazers,Fabricio Oberto,9.93,
2011,Portland Trailblazers,Patty Mills,9.37,
2011,Portland Trailblazers,Armon Johnson,4.74,
2011,Portland Trailblazers,Chris Johnson,0.28,
2011,Sacramento Kings,Samuel Dalembert,134.28,
2011,Sacramento Kings,Beno Udrih,64.79,
2011,Sacramento Kings,Francisco Garcia,55.00,
2011,Sacramento Kings,Tyreke Evans,38.81,
2011,Sacramento Kings,DeMarcus Cousins,33.75,
2011,Sacramento Kings,Marquis Daniels,24.70,
2011,Sacramento Kings,Jason Thompson,21.78,
2011,Sacramento Kings,Omri Casspi,12.54,
2011,Sacramento Kings,Donte Greene,11.17,
2011,Sacramento Kings,Antoine Wright,9.93,
2011,Sacramento Kings,Luther Head,9.93,
2011,Sacramento Kings,Darnell Jackson,8.54,
2011,Sacramento Kings,Jermaine Taylor,7.81,
2011,Sacramento Kings,Marcus Thornton,7.62,
2011,Sacramento Kings,Hassan Whiteside,7.30,
2011,Sacramento Kings,Eugene Jeter,4.74,
2011,San Antonio Spurs,Tim Duncan,187.00,
2011,San Antonio Spurs,Tony Parker,135.00,
2011,San Antonio Spurs,Manu Ginobili,118.55,
2011,San Antonio Spurs,Richard Jefferson,84.00,
2011,San Antonio Spurs,Antonio McDyess,48.60,
2011,San Antonio Spurs,Tiago Splitter,34.00,
2011,San Antonio Spurs,Matt Bonner,30.00,
2011,San Antonio Spurs,James Anderson,13.61,
2011,San Antonio Spurs,George Hill,11.57,
2011,San Antonio Spurs,DeJuan Blair,9.18,
2011,San Antonio Spurs,Chris Quinn,8.62,
2011,San Antonio Spurs,Gary Neal,5.25,
2011,San Antonio Spurs,Steve Novak,3.50,
2011,San Antonio Spurs,Ime Udoka,2.64,
2011,San Antonio Spurs,Danny Green,0.94,
2011,San Antonio Spurs,Alonzo Gee,0.76,
2011,San Antonio Spurs,Bobby Simmons,0.72,
2011,San Antonio Spurs,Garrett Temple,0.72,
2011,San Antonio Spurs,Larry Owens,0.56,
2011,Toronto Raptors,Peja Stojakovic,148.96,
2011,Toronto Raptors,Jose Calderon,90.00,
2011,Toronto Raptors,Andrea Bargnani,85.00,
2011,Toronto Raptors,Leandro Barbosa,71.00,
2011,Toronto Raptors,Reggie Evans,50.80,
2011,Toronto Raptors,Amir Johnson,50.00,
2011,Toronto Raptors,Linas Kleiza,49.95,
2011,Toronto Raptors,Julian Wright,28.58,
2011,Toronto Raptors,DeMar DeRozan,24.54,
2011,Toronto Raptors,Jerryd Bayless,22.93,
2011,Toronto Raptors,Ed Davis,19.19,
2011,Toronto Raptors,James Johnson,17.14,
2011,Toronto Raptors,Alexis Ajinca,14.68,
2011,Toronto Raptors,Joey Dorsey,8.54,
2011,Toronto Raptors,Sonny Weems,8.54,
2011,Toronto Raptors,Solomon Alabi,7.70,
2011,Toronto Raptors,Sundiata Gaines,0.90,
2011,Toronto Raptors,Trey Johnson,0.90,
2011,Toronto Raptors,Ronald Dupree,0.58,
2011,Utah Jazz,Andrei Kirilenko,178.23,
2011,Utah Jazz,Al Jefferson,130.00,
2011,Utah Jazz,Mehmet Okur,99.45,
2011,Utah Jazz,Devin Harris,89.81,
2011,Utah Jazz,Paul Millsap,76.00,
2011,Utah Jazz,Derrick Favors,41.33,
2011,Utah Jazz,C.J. Miles,37.00,
2011,Utah Jazz,Raja Bell,30.00,
